idx,image_id,prediction,gold,EM,F1,BLEU4,ROUGE_L_F1
15357,,Yes.,Yes.,1,1.0,0.0,1.0
15358,,No.,Yes.,0,0.0,0.0,0.0
15359,,None.,None.,1,1.0,0.0,1.0
15360,,None.,Turn right.,0,0.0,0.0,0.0
15361,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that there is no safety issue, which is highly probable.",0,0.461538,0.096972,0.461538
15362,,Sharp left turn.,Moderate left turn.,0,0.666667,0.0,0.666667
15363,,No.,No.,1,1.0,0.0,1.0
15364,,No.,No.,1,1.0,0.0,1.0
15365,,There are many cars to the back right,There are many cars and one truck to the back right of the ego car.,0,0.7,0.252334,0.7
15366,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
15367,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is driving fast.,0,0.666667,0.367879,0.666667
15368,,Yes.,Yes.,1,1.0,0.0,1.0
15369,,No.,No.,1,1.0,0.0,1.0
15370,,Stationary.,Moving.,0,0.0,0.0,0.0
15371,,The action is to keep going at the,"The action is to slightly offset to the left in maneuvering. The reason for taking this action is to avoid a collision, which has a high probability.",0,0.214286,0.0,0.214286
15372,,Yes.,No.,0,0.0,0.0,0.0
15373,,"Back up, brake suddenly.","Back up, turn right.",0,0.5,0.0,0.5
15374,,No.,No.,1,1.0,0.0,1.0
15375,,Black sedan.,White SUV.,0,0.0,0.0,0.0
15376,,No.,No.,1,1.0,0.0,1.0
15377,,None.,The ego vehicle.,0,0.0,0.0,0.0
15378,,There are many cars and one truck in,"There are many cars, one pedestrian, one truck, and one construction vehicle in front of the ego car.",0,0.64,0.151657,0.56
15379,,No.,No.,1,1.0,0.0,1.0
15380,,Low.,Low.,1,1.0,0.0,1.0
15381,,"Keep going at the same speed, accelerate","Keep going at the same speed, brake gently to a stop.",0,0.666667,0.460864,0.666667
15382,,None.,"< c3,CAM_FRONT_LEFT,545.0,538.3>.",0,0.0,0.0,0.0
15383,,There are many cars and one truck to,"There are two cars, one pedestrian, and one trailer to the front left of the ego car.",0,0.521739,0.0,0.521739
15384,,"< c2,CAM_FRON","< c2,CAM_FRONT_RIGHT,1265.7,835.8> is in front of < c1,CAM_BACK,445.8,474.2>, < c3,CAM_FRONT,1165.0,481.7> is in front of < c1,CAM_BACK,445.8,474.2>, and < c3,CAM_FRONT,1165.0,481.7> is in front of < c2,CAM_FRONT_RIGHT,1265.7,835.8>.",0,0.0,0.0,0.0
15385,,"Keep going at the same speed, accelerate","Keep going at the same speed, decelerate gradually without braking.",0,0.666667,0.460864,0.666667
15386,,There is a white truck to the,"There is a black car to the front right of the ego vehicle, a black sedan to the back of the ego vehicle, a white SUV to the front right of the ego vehicle, and a black sedan to the front left of the ego vehicle. The IDs of these objects are < c1,CAM_FRONT_RIGHT,290.8,690.0>, < c2,CAM_BACK,889.2,533.3>, < c3,CAM_FRONT_RIGHT,948.7,658.7>, and < c",0,0.163265,0.0,0.163265
15387,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that the object has little reference value for the ego vehicle, and the probability is high.",0,0.413793,0.058816,0.413793
15388,,Black sedan.,Black shirt man.,0,0.4,0.0,0.4
15389,,No.,No.,1,1.0,0.0,1.0
15390,,No.,No.,1,1.0,0.0,1.0
15391,,No.,No.,1,1.0,0.0,1.0
15392,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is to avoid a collision, which is high in probability.",0,0.5,0.135335,0.5
15393,,No.,No.,1,1.0,0.0,1.0
15394,,Black sedan.,Black sedan.,1,1.0,0.0,1.0
15395,,Moderate left turn.,"Accelerating and going straight can lead to a collision with < c1,CAM_FRONT,349.2,542.5>.",0,0.0,0.0,0.0
15396,,"The action is none, the reason is",The action is to keep going at the same speed; the reason is that there is no safety issue.,0,0.380952,0.0,0.380952
15397,,"Yes, there are traffic elements in the","No, there are no traffic elements in the front view.",0,0.666667,0.0,0.666667
15398,,Sharp left turn.,Moderate left turn.,0,0.666667,0.0,0.666667
15399,,"Back up, brake suddenly.","Accelerate and go ahead, and back up.",0,0.363636,0.0,0.363636
15400,,No.,No.,1,1.0,0.0,1.0
15401,,Yes.,No.,0,0.0,0.0,0.0
15402,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
15403,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that the object has little reference value for the ego vehicle, with a high probability.",0,0.428571,0.069483,0.428571
15404,,Many pedestrians are moving.,Two pedestrians are moving.,0,0.75,0.0,0.75
15405,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
15406,,Red light.,Road sign.,0,0.0,0.0,0.0
15407,,None.,None.,1,1.0,0.0,1.0
15408,,One bus is moving.,One bus is stopped.,0,0.75,0.0,0.75
15409,,"Yes, there are traffic elements in the","No, there are no traffic elements in the front view.",0,0.666667,0.0,0.666667
15410,,Yes.,Yes.,1,1.0,0.0,1.0
15411,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is driving slowly.,0,0.666667,0.367879,0.666667
15412,,Many cars are parked.,Two cars are parked.,0,0.75,0.0,0.75
15413,,Yes.,Yes.,1,1.0,0.0,1.0
15414,,None.,None.,1,1.0,0.0,1.0
15415,,The action is to keep going at the,The action is to keep going at the same speed. The reason is that there is no safety issue. The probability is high.,0,0.48,0.114559,0.48
15416,,Yes.,No.,0,0.0,0.0,0.0
15417,,None.,None.,1,1.0,0.0,1.0
15418,,Black sedan.,Gray roadblock.,0,0.0,0.0,0.0
15419,,None.,"< c3,CAM_BACK_RIGHT,888.5,650.0>.",0,0.0,0.0,0.0
15420,,Stationary.,Stationary.,1,1.0,0.0,1.0
15421,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
15422,,Yes.,Yes.,1,1.0,0.0,1.0
15423,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
15424,,No.,No.,1,1.0,0.0,1.0
15425,,The ego vehicle.,"< c2,CAM_FRONT,1075.0,483.3>.",0,0.0,0.0,0.0
15426,,No.,No.,1,1.0,0.0,1.0
15427,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
15428,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
15429,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
15430,,No.,No.,1,1.0,0.0,1.0
15431,,Yes.,Yes.,1,1.0,0.0,1.0
15432,,No.,No.,1,1.0,0.0,1.0
15433,,The ego vehicle.,None.,0,0.0,0.0,0.0
15434,,No.,No.,1,1.0,0.0,1.0
15435,,No entry.,Billboard.,0,0.0,0.0,0.0
15436,,Low.,Low.,1,1.0,0.0,1.0
15437,,No.,No.,1,1.0,0.0,1.0
15438,,No.,No.,1,1.0,0.0,1.0
15439,,No.,No.,1,1.0,0.0,1.0
15440,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
15441,,Yes.,Yes.,1,1.0,0.0,1.0
15442,,"Back up, brake suddenly.","Braking suddenly, backing up.",0,0.5,0.0,0.25
15443,,Yes.,No.,0,0.0,0.0,0.0
15444,,There are many cars to the back right,There is one barrier to the back right of the ego car.,0,0.470588,0.0,0.470588
15445,,Low.,Low.,1,1.0,0.0,1.0
15446,,One truck is parked.,One truck is parked.,1,1.0,1.0,1.0
15447,,Stationary.,Moving.,0,0.0,0.0,0.0
15448,,Moving.,Stationary.,0,0.0,0.0,0.0
15449,,Accelerating and going straight.,"Accelerating and going straight can lead to a collision with < c3,CAM_FRONT,751.7,471.7>.",0,0.571429,0.22313,0.571429
15450,,"Many cars are parked, and one",Two cars are parked.,0,0.6,0.0,0.6
15451,,No.,Yes.,0,0.0,0.0,0.0
15452,,No.,No.,1,1.0,0.0,1.0
15453,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is driving slowly.,0,0.666667,0.367879,0.666667
15454,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
15455,,"Yes, there are traffic elements in the","Yes, there are traffic elements in the front view.",0,0.857143,0.716531,0.857143
15456,,Low.,Low.,1,1.0,0.0,1.0
15457,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
15458,,Two trucks are parked.,Many trucks are parked.,0,0.75,0.0,0.75
15459,,No.,No.,1,1.0,0.0,1.0
15460,,The action is to keep going at the,"The action is to accelerate and go ahead. The reason for taking this action is that the object has little reference value for the ego vehicle, with a high probability.",0,0.193548,0.0,0.193548
15461,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
15462,,No.,No.,1,1.0,0.0,1.0
15463,,Yes.,Yes.,1,1.0,0.0,1.0
15464,,One truck is parked.,One truck is moving.,0,0.75,0.0,0.75
15465,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
15466,,Yes.,No.,0,0.0,0.0,0.0
15467,,Yes.,Yes.,1,1.0,0.0,1.0
15468,,No.,No.,1,1.0,0.0,1.0
15469,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
15470,,There is a white truck to the,"There is a blue car to the back of the ego vehicle, a red and white speed limit sign 40 to the front of the ego vehicle, and a white deceleration sign to the front of the ego vehicle. The IDs of these objects are < c1,CAM_BACK,865.8,545.8>, < c2,CAM_FRONT,337.9,473.5>, and < c3,CAM_FRONT,775.5,874.2>.",0,0.181818,0.0,0.181818
15471,,Low.,Low.,1,1.0,0.0,1.0
15472,,There is a white truck to the,"There is a black car to the back left of the ego vehicle, a blue SUV to the front left of the ego vehicle, a white SUV to the back of the ego vehicle, a white pickup truck to the front of the ego vehicle, and a white van to the front of the ego vehicle. The IDs of these objects are < c1,CAM_BACK_LEFT,1228.5,635.2>, < c2,CAM_FRONT_LEFT,419.2,586.7>, < c3,CAM_BACK,100",0,0.185185,0.0,0.185185
15473,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
15474,,Yes.,No.,0,0.0,0.0,0.0
15475,,"The action is none, the reason is",The action is to keep going at the same speed; the reason is that there is no safety issue.,0,0.380952,0.0,0.380952
15476,,None.,None.,1,1.0,0.0,1.0
15477,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is not moving.,0,0.666667,0.367879,0.666667
15478,,No.,No.,1,1.0,0.0,1.0
15479,,Yes.,Yes.,1,1.0,0.0,1.0
15480,,None.,None.,1,1.0,0.0,1.0
15481,,No.,No.,1,1.0,0.0,1.0
15482,,"Yes, there are traffic elements in the","Yes, there are traffic elements in the front view.",0,0.857143,0.716531,0.857143
15483,,No.,No.,1,1.0,0.0,1.0
15484,,No.,No.,1,1.0,0.0,1.0
15485,,None.,None.,1,1.0,0.0,1.0
15486,,One truck is parked.,One truck is moving.,0,0.75,0.0,0.75
15487,,No.,No.,1,1.0,0.0,1.0
15488,,The action is to keep going at the,The action is to keep going at the same speed because there is no safety issue. The probability of this action is high.,0,0.461538,0.096972,0.461538
15489,,One pedestrian is moving.,The pedestrian to the front left of the ego car is standing.,0,0.307692,0.0,0.307692
15490,,Yes.,Yes.,1,1.0,0.0,1.0
15491,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
15492,,Two bicycles are without riders.,"One of the bicycles has a rider, and two do not have riders.",0,0.375,0.0,0.25
15493,,"Many cars are parked, and one","Many cars are parked, and one is moving.",0,0.857143,0.716531,0.857143
15494,,The ego vehicle is going straight.,The ego vehicle is slightly steering to the right. The ego vehicle is driving fast.,0,0.352941,0.0,0.352941
15495,,Yes.,No.,0,0.0,0.0,0.0
15496,,Neither is a traffic sign.,Only one of the boxes is a traffic sign.,0,0.545455,0.0,0.545455
15497,,Go straight.,Go straight.,1,1.0,0.0,1.0
15498,,There are many traffic elements in the front,"There are many traffic elements in the front view. The information of these traffic elements is [(traffic light, green, 982.15, 364.71, 995.78, 392.95), (traffic light, unknown, 1057.6, 423.87, 1071.98, 440.4), (traffic light, unknown, 217.67, 309.02, 240.97, 362.51), (traffic light, unknown, 350.92, 294.41, 378.11, 362.06), (traffic light, unknown, 470.16, 302.07, 495.2",0,0.254545,0.002859,0.254545
15499,,No.,No.,1,1.0,0.0,1.0
15500,,No.,No.,1,1.0,0.0,1.0
15501,,The pedestrian in front of the ego,The pedestrian in front of the ego car is standing.,0,0.769231,0.548812,0.769231
15502,,Low.,Low.,1,1.0,0.0,1.0
15503,,No.,No.,1,1.0,0.0,1.0
15504,,No.,No.,1,1.0,0.0,1.0
15505,,Black sedan.,White road sign.,0,0.0,0.0,0.0
15506,,One pedestrian is moving.,The pedestrian to the front right of the ego car is moving.,0,0.461538,0.0,0.461538
15507,,No.,No.,1,1.0,0.0,1.0
15508,,Going ahead.,Turn right.,0,0.0,0.0,0.0
15509,,Two trucks are parked.,"One of the trucks is moving, and one is parked.",0,0.307692,0.0,0.307692
15510,,No.,No.,1,1.0,0.0,1.0
15511,,The ego vehicle.,None.,0,0.0,0.0,0.0
15512,,Please proceed.,Pay attention to vehicles.,0,0.0,0.0,0.0
15513,,Many cars are parked.,"Three of the cars are parked, and two are moving.",0,0.461538,0.0,0.461538
15514,,Many pedestrians are moving.,"One of the pedestrians is moving, and one is standing.",0,0.307692,0.0,0.307692
15515,,Moving.,Stationary.,0,0.0,0.0,0.0
15516,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
15517,,No.,No.,1,1.0,0.0,1.0
15518,,Accelerating and going straight.,Moderate right turn.,0,0.0,0.0,0.0
15519,,Sharp left turn.,Sharp left turn.,1,1.0,0.0,1.0
15520,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
15521,,Stationary.,Moving.,0,0.0,0.0,0.0
15522,,Two trucks are parked.,Many trucks are parked.,0,0.75,0.0,0.75
15523,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
15524,,No.,No.,1,1.0,0.0,1.0
15525,,No entry.,No entry.,1,1.0,0.0,1.0
15526,,Low.,Low.,1,1.0,0.0,1.0
15527,,Yes.,No.,0,0.0,0.0,0.0
15528,,There are many cars and one truck to,"There are many cars, one truck, and one pedestrian to the back left of the ego car.",0,0.695652,0.194732,0.608696
15529,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
15530,,Yes.,Yes.,1,1.0,0.0,1.0
15531,,No.,Yes.,0,0.0,0.0,0.0
15532,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
15533,,"Keep going at the same speed, accelerate","Keep going at the same speed, decelerate gradually without braking.",0,0.666667,0.460864,0.666667
15534,,No.,No.,1,1.0,0.0,1.0
15535,,Neither is a traffic sign.,Only one of the boxes is a traffic sign.,0,0.545455,0.0,0.545455
15536,,Yes.,Yes.,1,1.0,0.0,1.0
15537,,Moving.,Moving.,1,1.0,0.0,1.0
15538,,No.,No.,1,1.0,0.0,1.0
15539,,None.,None.,1,1.0,0.0,1.0
15540,,One pedestrian is moving.,The pedestrian to the front right of the ego car is moving.,0,0.461538,0.0,0.461538
15541,,No.,Yes.,0,0.0,0.0,0.0
15542,,Yes.,Yes.,1,1.0,0.0,1.0
15543,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
15544,,Black sedan.,Black car.,0,0.5,0.0,0.5
15545,,Black sedan.,White sedan car.,0,0.4,0.0,0.4
15546,,"< c1,CAM_BACK","< c1,CAM_BACK,836.7,645.8> is in the ego lane.",0,0.0,0.0,0.0
15547,,"Many cars are parked, and one","Many cars are moving, and three are parked.",0,0.714286,0.0,0.571429
15548,,None.,None.,1,1.0,0.0,1.0
15549,,"< c2,CAM_FRON","< c2,CAM_FRONT_LEFT,727.9,706.6> is positioned behind < c1,CAM_FRONT,820.8,498.3>, < c3,CAM_BACK_LEFT,731.7,580.8> is positioned behind < c1,CAM_FRONT,820.8,498.3>, < c4,CAM_FRONT,243.3,557.5> is positioned behind < c1,CAM_FRONT,820.8,498.3>, < c",0,0.0,0.0,0.0
15550,,Yes.,Yes.,1,1.0,0.0,1.0
15551,,Accelerating and going straight.,Slight right turn.,0,0.0,0.0,0.0
15552,,Traffic sign.,Traffic sign.,1,1.0,0.0,1.0
15553,,Go straight.,Go straight.,1,1.0,0.0,1.0
15554,,Yes.,Yes.,1,1.0,0.0,1.0
15555,,One car is parked.,One car is moving.,0,0.75,0.0,0.75
15556,,There are many cars and one truck to,There are three barriers to the front left of the ego car.,0,0.333333,0.0,0.333333
15557,,"The action is none, the reason is","The action is to keep going at the same speed, the reason is there is no safety issue.",0,0.4,0.0,0.4
15558,,"< c2,CAM_FRON","< c2,CAM_FRONT,1102.5,535.0> is in front of < c1,CAM_BACK,761.7,505.8>, < c3,CAM_FRONT_LEFT,394.2,577.5> is in front of < c1,CAM_BACK,761.7,505.8>, < c4,CAM_FRONT,1175.8,514.2> is in front of < c1,CAM_BACK,761.7,505.8>, < c5,CAM_FRONT_LEFT,",0,0.0,0.0,0.0
15559,,One truck is parked.,One truck is moving.,0,0.75,0.0,0.75
15560,,Stationary.,Stationary.,1,1.0,0.0,1.0
15561,,Go straight.,Go straight.,1,1.0,0.0,1.0
15562,,Black sedan.,Black SUV.,0,0.5,0.0,0.5
15563,,No.,Yes.,0,0.0,0.0,0.0
15564,,Stationary.,Moving.,0,0.0,0.0,0.0
15565,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
15566,,Go straight.,Stationary.,0,0.0,0.0,0.0
15567,,No.,No.,1,1.0,0.0,1.0
15568,,Low.,Low.,1,1.0,0.0,1.0
15569,,Yes.,Yes.,1,1.0,0.0,1.0
15570,,Stationary.,Stationary.,1,1.0,0.0,1.0
15571,,None.,"< c1,CAM_BACK,761.7,505.8>.",0,0.0,0.0,0.0
15572,,None.,The ego vehicle.,0,0.0,0.0,0.0
15573,,Low.,Low.,1,1.0,0.0,1.0
15574,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
15575,,Stationary.,Stationary.,1,1.0,0.0,1.0
15576,,No.,No.,1,1.0,0.0,1.0
15577,,Yes.,Yes.,1,1.0,0.0,1.0
15578,,Low.,Low.,1,1.0,0.0,1.0
15579,,"Yes, there are traffic elements in the","No, there are no traffic elements in the front view.",0,0.666667,0.0,0.666667
15580,,Yes.,Yes.,1,1.0,0.0,1.0
15581,,"Firstly, notice < c3,","Firstly notice that < c2,CAM_FRONT,198.3,495.0>. The object is stationary, so the ego vehicle should keep going ahead at the same speed. Secondly notice that < c1,CAM_FRONT,896.7,496.7>. The object is going ahead, so the ego vehicle should slow down and go ahead. Thirdly notice that < c4,CAM_FRONT,640.0,473.3>. The object is stationary, so the ego vehicle should keep going ahead at the same speed.",0,0.074074,0.0,0.074074
15582,,None.,None.,1,1.0,0.0,1.0
15583,,There are many cars to the back right,There is one construction vehicle and three traffic cones to the back right of the ego car.,0,0.363636,0.0,0.363636
15584,,There is a white truck to the,"There is a gray sedan to the back of the ego vehicle, a gray sedan to the front left of the ego vehicle, and a white truck to the back right of the ego vehicle. The IDs of these objects are < c1,CAM_BACK,238.3,541.7>, < c2,CAM_FRONT_LEFT,1088.3,558.3>, and < c3,CAM_BACK_RIGHT,192.5,477.5>.",0,0.25,0.0,0.25
15585,,"Many cars are parked, and one",Many cars are parked.,0,0.8,0.508133,0.8
15586,,The action is to keep going at the,The action is none; the reason is that there is no safety issue.,0,0.235294,0.0,0.235294
15587,,One truck is parked.,The truck that is to the front left of the ego car is parked.,0,0.4,0.0,0.4
15588,,No.,No.,1,1.0,0.0,1.0
15589,,There are many cars and one truck in,"There are three cars, one bus, and one pedestrian in front of the ego car.",0,0.545455,0.0,0.545455
15590,,Moving.,Moving.,1,1.0,0.0,1.0
15591,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
15592,,One truck is parked.,One truck is parked.,1,1.0,1.0,1.0
15593,,"< c2,CAM_FRON","< c2,CAM_FRONT,1327.5,494.2> is in front of < c1,CAM_FRONT_LEFT,126.7,736.7>, < c3,CAM_FRONT,840.0,526.7> is in front of < c1,CAM_FRONT_LEFT,126.7,736.7>, and < c3,CAM_FRONT,840.0,526.7> is to the back left of < c2,CAM_FRONT,1327.5,494.2>.",0,0.0,0.0,0.0
15594,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
15595,,"The action is none, the reason is",The action is to keep going at the same speed; the reason is there is no safety issue.,0,0.4,0.0,0.4
15596,,Stationary.,Stationary.,1,1.0,0.0,1.0
15597,,Low.,Low.,1,1.0,0.0,1.0
15598,,There are many traffic elements in the front,"There are many traffic elements in the front view. The information of these traffic elements is as follows: (traffic light, red, 831.56, 272.95, 857.82, 340.54), (traffic light, red, 948.2, 266.9, 973.33, 337.01), (traffic light, red, 1417.74, 271.46, 1446.55, 335.82), (traffic light, unknown, 1431.88, 374.43, 1464.87, 403.22), (traffic light, red, 1079.",0,0.254545,0.002859,0.254545
